county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Marin,5/13/20,3,16,19,390,0,1,16
Fresno,5/13/20,69,60,129,2051,18,5,78
Plumas,5/13/20,0,0,0,45,0,0,
Sacramento,5/13/20,15,35,50,2371,5,4,105
Riverside,5/13/20,188,77,265,4002,66,22,180
Del Norte,5/13/20,0,0,0,51,0,0,3
Siskiyou,5/13/20,0,1,1,65,0,0,5
Contra Costa,5/13/20,20,40,60,1628,8,7,108
Lake,5/13/20,0,0,0,110,0,1,2
Yolo,5/13/20,0,1,1,186,0,1,6
Mariposa,5/13/20,0,1,1,30,0,0,
Monterey,5/13/20,7,2,9,829,5,0,106
San Luis Obispo,5/13/20,3,7,10,526,2,1,24
Santa Barbara,5/13/20,26,3,29,717,9,2,67
Merced,5/13/20,8,3,11,242,4,0,10
Amador,5/13/20,0,0,0,51,0,0,1
Yuba,5/13/20,0,0,0,445,0,0,12
Tulare,5/13/20,40,0,40,920,10,0,22
Tuolumne,5/13/20,0,0,0,151,0,0,5
Kings,5/13/20,16,4,20,199,4,0,0
Tehama,5/13/20,0,0,0,106,0,0,5
Ventura,5/13/20,25,29,54,1312,13,10,37
Orange,5/13/20,257,85,342,7007,105,22,393
El Dorado,5/13/20,0,2,2,199,0,0,11
Calaveras,5/13/20,0,0,0,50,0,0,11
Lassen,5/13/20,0,0,0,25,0,0,
Imperial,5/13/20,61,4,65,317,19,0,8
Inyo,5/13/20,0,0,0,42,0,0,4
Madera,5/13/20,0,0,0,528,0,0,26
Los Angeles,5/13/20,1733,618,2351,23951,504,83,1253
Shasta,5/13/20,0,0,0,667,0,0,5
Humboldt,5/13/20,4,4,8,352,1,1,5
Modoc,5/13/20,0,0,0,41,0,0,
Alameda,5/13/20,81,59,140,2446,37,12,117
San Benito,5/13/20,1,0,1,25,1,0,1
Colusa,5/13/20,0,1,1,88,0,1,5
Nevada,5/13/20,0,0,0,112,0,1,7
Mono,5/13/20,0,0,0,17,0,0,2
San Joaquin,5/13/20,11,16,27,1366,1,4,32
Solano,5/13/20,16,18,34,707,8,3,41
Stanislaus,5/13/20,20,11,31,1369,2,1,79
Napa,5/13/20,1,0,1,487,0,0,10
Santa Cruz,5/13/20,1,0,1,397,0,0,15
Mendocino,5/13/20,0,0,0,180,0,0,2
Placer,5/13/20,3,27,30,753,0,4,37
Butte,5/13/20,2,3,5,448,0,2,19
Sutter,5/13/20,0,0,0,14,0,0,
Trinity,5/13/20,0,0,0,54,0,0,
San Mateo,5/13/20,34,35,69,1096,17,2,38
Sonoma,5/13/20,5,20,25,871,3,1,53
Kern,5/13/20,34,6,40,1718,26,2,73
San Francisco,5/13/20,57,32,89,2619,24,7,108
Glenn,5/13/20,0,0,0,,0,0,
Santa Clara,5/13/20,58,33,91,3306,22,5,194
San Benito,5/14/20,1,0,1,25,1,0,1
Lassen,5/14/20,0,0,0,25,0,0,
Del Norte,5/14/20,0,0,0,51,0,0,5
Siskiyou,5/14/20,0,1,1,65,0,0,4
Tuolumne,5/14/20,0,0,0,151,0,0,5
Placer,5/14/20,2,21,23,753,0,3,29
Lake,5/14/20,0,0,0,110,0,0,2
Inyo,5/14/20,0,0,0,42,0,0,4
Kern,5/14/20,39,5,44,1721,23,0,58
Alameda,5/14/20,82,56,138,2446,37,13,118
Sutter,5/14/20,0,0,0,14,0,0,
Tehama,5/14/20,0,1,1,106,0,0,5
Monterey,5/14/20,6,1,7,829,5,0,104
Tulare,5/14/20,37,0,37,920,10,0,21
Imperial,5/14/20,62,9,71,327,20,0,6
Santa Barbara,5/14/20,26,4,30,717,10,2,64
Mariposa,5/14/20,0,1,1,30,0,0,
Modoc,5/14/20,0,0,0,41,0,0,
San Diego,5/14/20,329,70,399,6151,140,15,354
San Joaquin,5/14/20,10,26,36,1366,1,12,27
San Francisco,5/14/20,56,38,94,2619,20,10,111
Marin,5/14/20,3,9,12,390,0,2,12
Contra Costa,5/14/20,20,47,67,1628,8,4,121
Solano,5/14/20,15,25,40,707,8,2,47
Madera,5/14/20,0,0,0,528,0,0,29
Yolo,5/14/20,0,0,0,186,0,0,3
Yuba,5/14/20,0,0,0,445,0,0,10
Sonoma,5/14/20,5,23,28,871,3,3,51
Butte,5/14/20,2,1,3,448,0,0,19
Fresno,5/14/20,64,52,116,2134,17,6,82
Ventura,5/14/20,28,30,58,1340,16,11,48
Kings,5/14/20,16,2,18,199,4,0,2
Glenn,5/14/20,0,0,0,,0,0,
Amador,5/14/20,0,0,0,51,0,0,0
Humboldt,5/14/20,5,7,12,352,1,1,3
Stanislaus,5/14/20,19,19,38,1369,2,1,85
Colusa,5/14/20,0,0,0,88,0,0,6
Mendocino,5/14/20,0,0,0,180,0,0,3
Napa,5/14/20,1,0,1,487,0,0,10
Riverside,5/14/20,184,91,275,4015,68,26,180
Shasta,5/14/20,0,0,0,667,0,0,8
Nevada,5/14/20,0,0,0,110,0,1,7
San Bernardino,5/14/20,132,97,229,4821,47,15,182
Los Angeles,5/14/20,1648,559,2207,23919,480,101,1230
Trinity,5/14/20,0,0,0,54,0,0,
Mono,5/14/20,0,0,0,17,0,0,2
Merced,5/14/20,8,1,9,242,5,0,5
Calaveras,5/14/20,0,0,0,50,0,0,10
San Luis Obispo,5/14/20,2,3,5,526,1,0,21
El Dorado,5/14/20,0,3,3,199,0,0,11
Santa Clara,5/14/20,51,40,91,3306,21,4,172
Plumas,5/14/20,0,0,0,45,0,0,
Orange,5/14/20,259,68,327,7007,102,14,385
San Mateo,5/14/20,32,12,44,1096,12,0,45
Santa Cruz,5/14/20,1,0,1,397,0,0,13
Sacramento,5/14/20,12,40,52,2393,5,11,91
Siskiyou,5/15/20,0,0,0,65,0,0,5
Mendocino,5/15/20,0,0,0,180,0,0,4
Contra Costa,5/15/20,19,37,56,1628,9,7,114
Napa,5/15/20,1,0,1,387,1,0,6
Modoc,5/15/20,0,0,0,41,0,0,
Santa Clara,5/15/20,48,27,75,3318,23,2,164
Glenn,5/15/20,0,0,0,,0,0,
Stanislaus,5/15/20,19,19,38,1369,3,2,80
Tulare,5/15/20,38,1,39,920,9,0,15
San Francisco,5/15/20,56,33,89,2619,19,4,85
Monterey,5/15/20,6,1,7,829,5,0,109
Yolo,5/15/20,0,0,0,186,0,0,3
El Dorado,5/15/20,0,0,0,199,0,0,10
San Bernardino,5/15/20,125,69,194,4821,51,14,168
Placer,5/15/20,3,26,29,753,0,5,32
Solano,5/15/20,14,26,40,707,8,1,50
Kings,5/15/20,20,2,22,199,3,0,4
Mariposa,5/15/20,0,0,0,30,0,0,
Marin,5/15/20,2,8,10,390,0,1,11
Shasta,5/15/20,0,0,0,667,0,0,7
Madera,5/15/20,1,0,1,528,0,0,29
Santa Cruz,5/15/20,1,0,1,397,0,0,13
Butte,5/15/20,2,2,4,448,1,0,14
Sacramento,5/15/20,11,44,55,2410,5,8,100
Plumas,5/15/20,0,0,0,45,0,0,
Merced,5/15/20,6,2,8,242,4,0,7
Humboldt,5/15/20,3,6,9,352,1,0,6
Sonoma,5/15/20,5,34,39,871,3,1,51
Colusa,5/15/20,0,0,0,88,0,0,6
Trinity,5/15/20,0,0,0,54,0,0,
Sutter,5/15/20,0,0,0,14,0,0,
Calaveras,5/15/20,0,1,1,50,0,1,10
Ventura,5/15/20,27,20,47,1340,14,5,54
Fresno,5/15/20,59,32,91,2128,16,2,81
Alameda,5/15/20,76,72,148,2446,38,19,117
Nevada,5/15/20,0,0,0,119,0,1,7
Inyo,5/15/20,0,0,0,42,0,0,4
Tuolumne,5/15/20,0,0,0,151,0,0,3
San Joaquin,5/15/20,11,34,45,1366,3,13,28
Amador,5/15/20,0,0,0,51,0,0,0
San Benito,5/15/20,1,0,1,25,1,0,1
Lassen,5/15/20,0,0,0,25,0,0,
Tehama,5/15/20,0,1,1,106,0,1,4
Del Norte,5/15/20,0,0,0,51,0,0,2
Yuba,5/15/20,0,0,0,445,0,0,12
Mono,5/15/20,0,0,0,17,0,0,2
Riverside,5/15/20,184,72,256,4015,71,21,182
San Mateo,5/15/20,30,24,54,1096,10,6,40
Orange,5/15/20,250,60,310,7007,110,14,339
Imperial,5/15/20,67,4,71,262,20,0,0
Los Angeles,5/15/20,1648,553,2201,23901,481,90,1229
San Diego,5/15/20,326,66,392,6126,139,12,332
Lake,5/15/20,0,0,0,110,0,0,2
Santa Barbara,5/15/20,26,6,32,717,12,2,64
Kern,5/15/20,40,12,52,1721,18,0,82
San Luis Obispo,5/15/20,1,4,5,526,1,2,22
Stanislaus,5/16/20,19,20,39,1369,1,2,82
Amador,5/16/20,0,0,0,51,0,0,2
San Benito,5/16/20,1,0,1,25,1,0,2
San Luis Obispo,5/16/20,1,5,6,526,1,1,25
Lassen,5/16/20,0,0,0,25,0,0,
Calaveras,5/16/20,0,0,0,50,0,0,10
Inyo,5/16/20,0,0,0,42,0,0,4
Del Norte,5/16/20,0,0,0,51,0,0,2
